Ngày,Địa chỉ,Quận,Huyện,Loại hình nhà ở,Giấy tờ pháp lý,Số tầng,Số phòng ngủ,Diện tích,Dài,Rộng,Giá/m2
8/2/2020,"Đường Tố Hữu, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,32 m²,NaN,3 m,"49,69 triệu/m²"
8/2/2020,"Đường Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phúc La,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,55 m²,NaN,NaN,"101,82 triệu/m²"
8/2/2020,"Đường Lương Ngọc Quyến, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà mặt phố, mặt tiền",NaN,NaN,4 phòng,50 m²,10 m,5 m,99 triệu/m²
8/2/2020,"Đường Vạn Phúc, Phường Dương Nội, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Dương Nội,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,34 m²,NaN,NaN,"70,59 triệu/m²"
8/2/2020,"Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,2 phòng,114 m²,18 m,6 m,"155,26 triệu/m²"
8/2/2020,"Đường Xốm, Phường Phú Lãm, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,32 m²,NaN,NaN,"54,69 triệu/m²"
8/2/2020,"Đường Huyền Kỳ||1792, Phường Phú Lãm, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lãm,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,32 m²,8 m,4 m,"53,13 triệu/m²"
8/2/2020,"Đường Quang Trung, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,33 m²,NaN,NaN,"51,52 triệu/m²"
8/2/2020,"Đường Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,36 m²,NaN,NaN,"77,78 triệu/m²"
8/2/2020,"56, Đường Nguyễn Trãi, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Nguyễn Trãi,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3 phòng,31 m²,NaN,NaN,"91,94 triệu/m²"
8/2/2020,"Đường Phùng Hưng, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,34 m²,NaN,NaN,"96,47 triệu/m²"
8/2/2020,"Đường Văn La, Phường Phú La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú La,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,41 m²,NaN,NaN,"91,71 triệu/m²"
8/2/2020,"Phú Lương, Phường Phú Lãm, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,3,3 phòng,48 m²,NaN,4 m,"35,42 triệu/m²"
8/2/2020,"yên lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,32.3 m²,8 m,4.3 m,"43,75 triệu/m²"
8/2/2020,"Ngô Thì Nhậm, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3 phòng,30 m²,8.5 m,4 m,"86,67 triệu/m²"
8/2/2020,"5, Đường Lê Trọng Tấn, Phường Phú La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú La,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,31 m²,13 m,4 m,"92,9 triệu/m²"
8/2/2020,Đường Nguyễn Công Trứ,Quận Hà Đông,Phường Văn Quán,"Nhà mặt phố, mặt tiền",NaN,NaN,4 phòng,50 m²,NaN,NaN,128 triệu/m²
8/2/2020,"Đường Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,33 m²,NaN,4 m,"66,06 triệu/m²"
8/2/2020,"Đường Văn Quán, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6 phòng,40 m²,NaN,4 m,"107,5 triệu/m²"
8/2/2020,"Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà mặt phố, mặt tiền",NaN,NaN,4 phòng,95 m²,NaN,5 m,200 triệu/m²
8/2/2020,"Chiến, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,6,4 phòng,32 m²,NaN,NaN,"143,75 triệu/m²"
8/2/2020,"Đường Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú La,"Nhà ngõ, hẻm",Đã có sổ,5,6 phòng,50 m²,NaN,NaN,76 triệu/m²
8/2/2020,"quang trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,NaN,2 phòng,36 m²,NaN,NaN,"45,83 triệu/m²"
8/2/2020,"Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,NaN,2 phòng,35 m²,NaN,NaN,"47,14 triệu/m²"
8/2/2020,"15, Đường Quang Trung||1869, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Giấy tờ khác,3,2 phòng,46 m²,9.2 m,5 m,"40,43 triệu/m²"
8/2/2020,"Đường Nhân Huệ, Phường Đồng Mai, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Đồng Mai,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,33 m²,NaN,NaN,"41,82 triệu/m²"
8/2/2020,"Đường Tô Hiến Thành, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà mặt phố, mặt tiền",NaN,NaN,3 phòng,34 m²,NaN,NaN,"96,47 triệu/m²"
8/2/2020,"Đường Nghĩa Bình, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,36 m²,NaN,3.7 m,"48,61 triệu/m²"
8/2/2020,"Đường Ngô Quyền, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,3,3 phòng,45 m²,9 m,5 m,"57,78 triệu/m²"
8/2/2020,"Đường 6, Phường Đồng Mai, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Đồng Mai,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,41 m²,NaN,NaN,"33,66 triệu/m²"
8/2/2020,"Quốc lộ 21, Phường Phú Lãm, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,30 m²,9 m,3.5 m,"56,67 triệu/m²"
8/2/2020,"Đường Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,30 m²,7.5 m,4 m,76 triệu/m²
8/2/2020,"Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,40 m²,10 m,4 m,"96,25 triệu/m²"
8/2/2020,"Lê trọng tấn, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,3,4 phòng,58 m²,NaN,4 m,"59,48 triệu/m²"
8/2/2020,"Đường Lê Trọng Tấn, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,32 m²,NaN,NaN,"92,19 triệu/m²"
8/2/2020,"Đường Quang Lãm, Phường Phú Lương, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lương,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,30 m²,8 m,3.5 m,51 triệu/m²
8/2/2020,"Đường Cầu Am, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,3,2 phòng,30 m²,NaN,3.1 m,"80,67 triệu/m²"
8/2/2020,"Đường Quốc lộ 6, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,35 m²,9 m,3 m,"41,43 triệu/m²"
8/2/2020,"đường Ngô THì Nhậm, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,44 m²,NaN,NaN,"131,82 triệu/m²"
8/2/2020,Đường Quang Trung,Quận Hà Đông,Phường Quang Trung,"Nhà mặt phố, mặt tiền",NaN,NaN,3 phòng,50 m²,NaN,4 m,160 triệu/m²
8/2/2020,"12, Đường Chiến Thắng, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,6,4 phòng,40 m²,10 m,4 m,"136,25 triệu/m²"
8/2/2020,"Đường An Hòa, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,3,3 phòng,44 m²,15 m,3 m,"115,91 triệu/m²"
8/2/2020,"Khu đô thị Thanh Hà, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Kiến Hưng,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,37 m²,NaN,NaN,"40,54 triệu/m²"
8/2/2020,"Đường Ngô Thì Nhậm, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Nguyễn Trãi,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5 phòng,48 m²,NaN,4 m,"129,17 triệu/m²"
8/2/2020,"Đường Quang Lãm, Phường Phú Lãm, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,31 m²,8 m,4 m,"49,03 triệu/m²"
8/2/2020,"Đường 19/5, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,36 m²,NaN,NaN,"70,83 triệu/m²"
8/2/2020,"Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,35 m²,NaN,NaN,"71,43 triệu/m²"
8/2/2020,"x, Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,2,2 phòng,40 m²,10 m,4 m,85 triệu/m²
8/2/2020,"Đường Lê Hồng Phong, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,58 m²,NaN,NaN,"57,76 triệu/m²"
8/2/2020,"Đường Yên Lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,35 m²,9 m,4 m,48 triệu/m²
8/2/2020,"Đường Mỗ Lao, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,30 m²,NaN,NaN,70 triệu/m²
8/2/2020,"Đường Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phúc La,"Nhà ngõ, hẻm",NaN,NaN,1 phòng,33 m²,NaN,NaN,"56,06 triệu/m²"
8/2/2020,"Đường Quốc lộ 6, Phường Biên Giang, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Biên Giang,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,4 phòng,53 m²,13 m,4 m,"60,38 triệu/m²"
8/2/2020,"Đường Vạn Phúc||1916, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,35 m²,9 m,4 m,"77,14 triệu/m²"
8/2/2020,"Đường Phan Đình Giót||1851, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,2,2 phòng,46 m²,3 m,NaN,"48,04 triệu/m²"
8/2/2020,"Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,45 m²,NaN,NaN,"58,89 triệu/m²"
8/2/2020,"Đường Vạn Hạnh, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,30 m²,10 m,3 m,85 triệu/m²
8/2/2020,"Đường Ngô Quyền, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,61 m²,NaN,4.8 m,"63,93 triệu/m²"
8/2/2020,"Đường Phố Lụa, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,41 m²,13 m,3.2 m,"74,39 triệu/m²"
8/2/2020,"Đường Ngô Thì Nhậm, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà mặt phố, mặt tiền",NaN,NaN,6 phòng,50 m²,NaN,4.2 m,115 triệu/m²
8/2/2020,"Đường 19/5, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,54 m²,11 m,5 m,"49,07 triệu/m²"
8/1/2020,"phố dương lâm, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,35 m²,NaN,NaN,"71,43 triệu/m²"
8/1/2020,"48, Đường Chiến Thắng, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,NaN,1 phòng,41.6 m²,13.4 m,3.1 m,"46,34 triệu/m²"
8/1/2020,"Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,35 m²,NaN,3.5 m,"71,43 triệu/m²"
8/1/2020,"Đường Lê Lợi, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Nguyễn Trãi,"Nhà mặt phố, mặt tiền",NaN,NaN,10 phòng,47 m²,NaN,NaN,"293,62 triệu/m²"
8/1/2020,"Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,NaN,2 phòng,60 m²,NaN,5 m,"42,5 triệu/m²"
8/1/2020,"10, Đường Quang Lãm, Phường Phú Lãm, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,31 m²,NaN,3 m,"48,39 triệu/m²"
8/1/2020,"Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,30 m²,6 m,5 m,"76,67 triệu/m²"
8/1/2020,"Đường Quang Trung, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,NaN,2 phòng,35 m²,NaN,NaN,"47,14 triệu/m²"
8/1/2020,"quang trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,4 phòng,46 m²,12 m,4 m,"88,04 triệu/m²"
8/1/2020,Đường Mậu Lương,Quận Hà Đông,Phường Kiến Hưng,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5 phòng,35 m²,NaN,4.4 m,"114,29 triệu/m²"
8/1/2020,"Đường Văn Khê, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,Nhà phố liền kề,Đã có sổ,5,4 phòng,55 m²,NaN,NaN,"99,09 triệu/m²"
8/1/2020,"Đường 19/5, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,38 m²,NaN,3.1 m,70 triệu/m²
8/1/2020,"16, Đường Bà Triệu, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3 phòng,35 m²,7 m,5 m,"75,71 triệu/m²"
8/1/2020,"Đường Xa La, Phường Phúc La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phúc La,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,50 m²,NaN,NaN,94 triệu/m²
8/1/2020,"Đường 19/5||1715, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4 phòng,37 m²,NaN,NaN,"116,22 triệu/m²"
8/1/2020,"Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,52 m²,NaN,5.6 m,"64,42 triệu/m²"
8/1/2020,"Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Giấy tờ khác,5,3 phòng,33 m²,NaN,3.5 m,"66,67 triệu/m²"
8/1/2020,"Đường Hoàng Diệu, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Nguyễn Trãi,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,40 m²,NaN,3.2 m,80 triệu/m²
8/1/2020,"2, Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,30 m²,9 m,3.4 m,"86,67 triệu/m²"
8/1/2020,"Đường Bà Triệu, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Nguyễn Trãi,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4 phòng,100 m²,NaN,6.6 m,145 triệu/m²
8/1/2020,"Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,3 phòng,33 m²,8 m,4 m,"66,06 triệu/m²"
8/1/2020,"QL 6, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,45 m²,NaN,NaN,"34,44 triệu/m²"
8/1/2020,"b 50_tt6, Đường Nguyễn Khuyến||1836, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,Nhà phố liền kề,Đã có sổ,5,6 phòng,90 m²,NaN,NaN,"95,56 triệu/m²"
8/1/2020,"Đường Biên Giang||1740, Phường Đồng Mai, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Đồng Mai,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,41 m²,NaN,NaN,"33,66 triệu/m²"
8/1/2020,"Quốc lộ 6, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,41 m²,NaN,NaN,"33,66 triệu/m²"
8/1/2020,"Cenco5, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Kiến Hưng,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,32 m²,NaN,NaN,"39,06 triệu/m²"
8/1/2020,"Đường Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phúc La,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,35 m²,NaN,NaN,"68,57 triệu/m²"
8/1/2020,"Yên Lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,35 m²,10 m,3.5 m,"50,29 triệu/m²"
8/1/2020,"Động Lãm, Phường Phú Lương, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lương,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,34 m²,10 m,3.4 m,"42,65 triệu/m²"
8/1/2020,"Đường Quang Trung||1869, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,NaN,1 phòng,25 m²,8 m,3 m,64 triệu/m²
8/1/2020,"Đường Lê Hồng Phong, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Nguyễn Trãi,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,36 m²,NaN,4 m,"77,78 triệu/m²"
8/1/2020,"Đường 21B, Phường Phú Lương, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lương,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,30 m²,NaN,NaN,"50,7 triệu/m²"
8/1/2020,"Đường Phố Lụa, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,4,5 phòng,40 m²,13.5 m,3.1 m,"76,25 triệu/m²"
8/1/2020,"Đường Bia Bà, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,43 m²,NaN,NaN,"51,16 triệu/m²"
8/1/2020,"Đường Yên Phúc, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà mặt phố, mặt tiền",NaN,NaN,5 phòng,40 m²,NaN,NaN,"107,5 triệu/m²"
8/1/2020,"6787tgxg, Hòa Bình, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,32 m²,8 m,4 m,"55,63 triệu/m²"
8/1/2020,"Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,3,3 phòng,40 m²,NaN,NaN,"101,25 triệu/m²"
8/1/2020,"Đường Phùng Hưng, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,38 m²,NaN,NaN,"82,89 triệu/m²"
8/1/2020,"665rzffz, Yên Nghĩa, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,36 m²,10 m,3.6 m,"43,06 triệu/m²"
8/1/2020,"Đường Yên Lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,32 m²,NaN,NaN,"56,25 triệu/m²"
8/1/2020,"Đường Quyết Thắng||1874, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,36 m²,9 m,4 m,"55,56 triệu/m²"
8/1/2020,"45678765rfh, Yên Nghĩa, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,32 m²,9 m,3.6 m,"45,31 triệu/m²"
8/1/2020,"Đường Nguyễn Văn Trỗi||1842, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà mặt phố, mặt tiền",NaN,NaN,5 phòng,40 m²,NaN,NaN,"102,5 triệu/m²"
8/1/2020,"2578t76xg, Đường Yên Nghĩa, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,31 m²,9 m,3.5 m,"57,1 triệu/m²"
8/1/2020,"Đường La Nội||1797, Phường Dương Nội, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Dương Nội,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,32 m²,NaN,3.9 m,"59,69 triệu/m²"
8/1/2020,"Đường Chiến Thắng, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",NaN,NaN,2 phòng,40 m²,NaN,NaN,55 triệu/m²
8/1/2020,"Đường Thanh Bình, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,32 m²,NaN,NaN,"65,63 triệu/m²"
8/1/2020,"ngô thì nhậm, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu,Nhà phố liền kề,NaN,NaN,4 phòng,40 m²,10 m,4 m,107.500 đ/m²
8/1/2020,"x, geleximco Lê trọng tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Dương Nội,Nhà biệt thự,Đang chờ sổ,4,5 phòng,240 m²,20 m,12 m,150.000 đ/m²
